Sample_ID,QPCR_Sample_ID,Collect_Site,Frog_ID,Sample_Status,Extract_Plate_ID,Extract_Date,Extract_Lab,Extract_Tech,Extract_Loc,Extract_Well_Pos,Extract_Neg_Cont,Extract_BdPosCont,QPCR_Plate_ID,QPCR_Date,QPCR_File_Name,QPCR_Lab,QPCR_Tech,QPCR_Well_Pos,QPCR_Diluted,QPCR_NegCont,Sample_Quality,Sample_IPC,Sample_Rerun,Sample_Bd,Sample_Bd_CT,Sample_Bd_qty,Sample_Bd_swab_qty,Sample_Bsal,Sample_Bsal_CT,Sample_Bsal_qty,Sample_Bsal_swab_qty,Notes
180806-20-TN01-HYGR,180806-20-TN01-HYGR,TN,180806-20,Complete,099_AHD,2018_01_15,RZlab,AHD,Pitt -80,E4,negative,positive,SERDP_122_012319,1/23/19,SERDP_122_012319,RZ lab,AHD,E7,no,negative,pass,pass,no,negative,,,,negative,,,,
180806-21-TN01-HYGR,180806-21-TN01-HYGR,TN,180806-21,Complete,099_AHD,2018_01_15,RZlab,AHD,Pitt -80,F4,negative,positive,SERDP_122_012319,1/23/19,SERDP_122_012319,RZ lab,AHD,F7,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-01-NM35-LIBL,180807-01-NM35-LIBL,NM,180807-01,Complete,086_AHD,10/15/18,RZ Lab,AHD,Pitt -80,C4,negative,positive,SERDP_108_101618,10/16/18,SERDP_108_101618,RZ lab,AHD,C5,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-01-PA03-LIPI,180807-01-PA03-LIPI,PA,180807-01,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,G2,negative,positive,SERDP_104_100918,10/9/18,SERDP_104_100918,RZ lab,AHD,G11,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-02-NM35-LICA,180807-02-NM35-LICA,NM,180807-02,Complete,086_AHD,10/15/18,RZ Lab,AHD,Pitt -80,D4,negative,positive,SERDP_108_101618,10/16/18,SERDP_108_101618,RZ lab,AHD,D5,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-02-PA03-LIPI,180807-02-PA03-LIPI,PA,180807-02,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,H2,negative,positive,SERDP_104_100918,10/9/18,SERDP_104_100918,RZ lab,AHD,H11,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-03-NM35-LICA,180807-03-NM35-LICA,NM,180807-03,Complete,086_AHD,10/15/18,RZ Lab,AHD,Pitt -80,E4,negative,positive,SERDP_108_101618,10/16/18,SERDP_108_101618,RZ lab,AHD,E5,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-03-PA03-LIPI,180807-03-PA03-LIPI,PA,180807-03,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,A3,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,A1,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-04-NM35-LICA,180807-04-NM35-LICA,NM,180807-04,Complete,086_AHD,10/15/18,RZ Lab,AHD,Pitt -80,F4,negative,positive,SERDP_108_101618,10/16/18,SERDP_108_101618,RZ lab,AHD,F5,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-04-PA03-LIPI,180807-04-PA03-LIPI,PA,180807-04,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,B3,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,B1,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-05-NM35-LICA,180807-05-NM35-LICA,NM,180807-05,Complete,086_AHD,10/15/18,RZ Lab,AHD,Pitt -80,G4,negative,positive,SERDP_108_101618,10/16/18,SERDP_108_101618,RZ lab,AHD,G5,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-05-PA03-LIPI,180807-05-PA03-LIPI,PA,180807-05,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,C3,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,C1,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-06-PA03-LIPI,180807-06-PA03-LIPI,PA,180807-06,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,D3,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,D1,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-07-PA03-LIPI,180807-07-PA03-LIPI,PA,180807-07,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,E3,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,E1,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-08-PA03-LIPI,180807-08-PA03-LIPI,PA,180807-08,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,F3,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,F1,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-09-PA03-LIPI,180807-09-PA03-LIPI,PA,180807-09,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,G3,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,G1,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-10-PA03-LIPI,180807-10-PA03-LIPI,PA,180807-10,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,H3,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,H1,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-11-PA03-LIPI,180807-11-PA03-LIPI,PA,180807-11,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,A4,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,A2,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-12-PA03-LIPI,180807-12-PA03-LIPI,PA,180807-12,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,B4,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,B2,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-13-PA03-LIPI,180807-13-PA03-LIPI,PA,180807-13,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,C4,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,C2,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-14-PA03-LIPI,180807-14-PA03-LIPI,PA,180807-14,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,D4,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,D2,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-15-PA03-LIPI,180807-15-PA03-LIPI,PA,180807-15,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,E4,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,E2,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-16-PA03-LIPI,180807-16-PA03-LIPI,PA,180807-16,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,F4,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,F2,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-17-PA03-LIPI,180807-17-PA03-LIPI,PA,180807-17,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,G4,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,G2,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-18-PA03-LIPI,180807-18-PA03-LIPI,PA,180807-18,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,H4,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,H2,no,negative,pass,pass,no,negative,,,,negative,,,,No swab
180807-19-PA03-LIPI,180807-19-PA03-LIPI,PA,180807-19,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,A5,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,A3,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-20-PA03-LIPI,180807-20-PA03-LIPI,PA,180807-20,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,B5,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,B3,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-21-PA03-LIPI,180807-21-PA03-LIPI,PA,180807-21,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,C5,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,C3,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-22-PA03-LIPI,180807-22-PA03-LIPI,PA,180807-22,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,D5,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,D3,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-23-PA03-LIPI,180807-23-PA03-LIPI,PA,180807-23,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,E5,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,E3,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-24-PA03-LIPI,180807-24-PA03-LIPI,PA,180807-24,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,F5,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,F3,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-25-PA03-LIPI,180807-25-PA03-LIPI,PA,180807-25,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,G5,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,G3,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-26-PA03-LIPI,180807-26-PA03-LIPI,PA,180807-26,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,H5,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,H3,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-27-PA03-LIPI,180807-27-PA03-LIPI,PA,180807-27,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,A6,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,A4,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-28-PA03-LIPI,180807-28-PA03-LIPI,PA,180807-28,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,B6,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,B4,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-29-PA03-LIPI,180807-29-PA03-LIPI,PA,180807-29,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,C6,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,C4,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-30-PA03-LIPI,180807-30-PA03-LIPI,PA,180807-30,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,D6,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,D4,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-31-PA03-LIPI,180807-31-PA03-LIPI,PA,180807-31,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,E6,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,E4,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-32-PA03-LIPI,180807-32-PA03-LIPI,PA,180807-32,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,F6,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,F4,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-33-PA03-LICA,180807-33-PA03-LICA,PA,180807-33,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,G6,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,G4,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-34-PA03-LICA,180807-34-PA03-LICA,PA,180807-34,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,H6,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,H4,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-35-PA03-LICA,180807-35-PA03-LICA,PA,180807-35,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,A7,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,A5,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-36-PA03-LICA,180807-36-PA03-LICA,PA,180807-36,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,B7,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,B5,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-37-PA03-LICA,180807-37-PA03-LICA,PA,180807-37,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,C7,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,C5,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-38-PA03-LICA,180807-38-PA03-LICA,PA,180807-38,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,D7,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,D5,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-39-PA03-ANAM,180807-39-PA03-ANAM,PA,180807-39,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,E7,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,E5,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-40-PA03-ANAM,180807-40-PA03-ANAM,PA,180807-40,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,F7,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,F5,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-41-PA03-ANAM,180807-41-PA03-ANAM,PA,180807-41,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,G7,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,G5,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-42-PA03-ANAM,180807-42-PA03-ANAM,PA,180807-42,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,H7,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,H5,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-43-PA03-ANAM,180807-43-PA03-ANAM,PA,180807-43,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,A8,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,A6,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-44-PA03-ANAM,180807-44-PA03-ANAM,PA,180807-44,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,B8,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,B6,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-45-PA03-ANAM,180807-45-PA03-ANAM,PA,180807-45,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,C8,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,C6,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-46-PA03-ANAM,180807-46-PA03-ANAM,PA,180807-46,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,D8,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,D6,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-47-PA03-ANAM,180807-47-PA03-ANAM,PA,180807-47,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,E8,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,E6,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-48-PA03-ANAM,180807-48-PA03-ANAM,PA,180807-48,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,F8,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,F6,no,negative,pass,pass,no,negative,,,,negative,,,,
180807-49-PA03-ANAM,180807-49-PA03-ANAM,PA,180807-49,Complete,083_AHD,10/1/18,RZ Lab,AHD,Pitt -80,G8,negative,positive,SERDP_105_100918,10/9/18,SERDP_105_100918,RZ lab,AHD,G6,no,negative,pass,pass,no,negative,,,,negative,,,,
180808-01-TN05-LISP,180808-01-TN05-LISP,TN,180808-01,Complete,091_AHD,10/24/18,RZ Lab,AHD,Pitt -80,B4,negative,positive,SERDP_113_010819_25ul,1/8/19,SERDP_113_010819_25ul,RZ lab,AHD,B10,no,negative,pass,pass,no,negative,,,,negative,,,,
180808-02-TN05-LISP,180808-02-TN05-LISP,TN,180808-02,Complete,091_AHD,10/24/18,RZ Lab,AHD,Pitt -80,C4,negative,positive,SERDP_113_010819_25ul,1/8/19,SERDP_113_010819_25ul,RZ lab,AHD,C10,no,negative,pass,pass,no,negative,,,,negative,,,,
180808-03-TN05-LISP,180808-03-TN05-LISP,TN,180808-03,Complete,091_AHD,10/24/18,RZ Lab,AHD,Pitt -80,D4,negative,positive,SERDP_113_010819_25ul,1/8/19,SERDP_113_010819_25ul,RZ lab,AHD,D10,no,negative,pass,pass,no,negative,,,,negative,,,,
180808-04-TN05-LISP,180808-04-TN05-LISP,TN,180808-04,Complete,091_AHD,10/24/18,RZ Lab,AHD,Pitt -80,E4,negative,positive,SERDP_113_010819_25ul,1/8/19,SERDP_113_010819_25ul,RZ lab,AHD,E10,no,negative,pass,pass,no,negative,,,,negative,,,,
180808-05-TN05-LISP,180808-05-TN05-LISP,TN,180808-05,Complete,091_AHD,10/24/18,RZ Lab,AHD,Pitt -80,F4,negative,positive,SERDP_113_010819_25ul,1/8/19,SERDP_113_010819_25ul,RZ lab,AHD,F10,no,negative,pass,pass,no,negative,,,,negative,,,,
180808-06-TN05-LISP,180808-06-TN05-LISP,TN,180808-06,Complete,091_AHD,10/24/18,RZ Lab,AHD,Pitt -80,G4,negative,positive,SERDP_113_010819_25ul,1/8/19,SERDP_113_010819_25ul,RZ lab,AHD,G10,no,negative,pass,pass,no,negative,,,,negative,,,,
180808-07-TN05-LISP,180808-07-TN05-LISP,TN,180808-07,Complete,091_AHD,10/24/18,RZ Lab,AHD,Pitt -80,H4,negative,positive,SERDP_113_010819_25ul,1/8/19,SERDP_113_010819_25ul,RZ lab,AHD,H10,no,negative,pass,pass,no,negative,,,,negative,,,,
180808-08-TN05-LICL,180808-08-TN05-LICL,TN,180808-08,Complete,091_AHD,10/24/18,RZ Lab,AHD,Pitt -80,A5,negative,positive,SERDP_113_010819_25ul,1/8/19,SERDP_113_010819_25ul,RZ lab,AHD,A11,no,negative,pass,pass,no,negative,,,,negative,,,,
180808-09-TN05-LICL,180808-09-TN05-LICL,TN,180808-09,Complete,091_AHD,10/24/18,RZ Lab,AHD,Pitt -80,B5,negative,positive,SERDP_113_010819_25ul,1/8/19,SERDP_113_010819_25ul,RZ lab,AHD,B11,no,negative,pass,pass,no,negative,,,,negative,,,,
180808-10-TN05-LICL,180808-10-TN05-LICL,TN,180808-10,Complete,091_AHD,10/24/18,RZ Lab,AHD,Pitt -80,C5,negative,positive,SERDP_113_010819_25ul,1/8/19,SERDP_113_010819_25ul,RZ lab,AHD,C11,no,negative,pass,pass,no,negative,,,,negative,,,,
180808-11-TN05-LICL,180808-11-TN05-LICL,TN,180808-11,Complete,091_AHD,10/24/18,RZ Lab,AHD,Pitt -80,D5,negative,positive,SERDP_113_010819_25ul,1/8/19,SERDP_113_010819_25ul,RZ lab,AHD,D11,no,negative,pass,pass,no,negative,,,,negative,,,,
180808-12-TN05-LICA,180808-12-TN05-LICA,TN,180808-12,Complete,091_AHD,10/24/18,RZ Lab,AHD,Pitt -80,E5,negative,positive,SERDP_113_010819_25ul,1/8/19,SERDP_113_010819_25ul,RZ lab,AHD,E11,no,negative,pass,pass,no,negative,,,,negative,,,,
180808-13-TN05-LICA,180808-13-TN05-LICA,TN,180808-13,Complete,091_AHD,10/24/18,RZ Lab,AHD,Pitt -80,F5,negative,positive,SERDP_113_010819_25ul,1/8/19,SERDP_113_010819_25ul,RZ lab,AHD,F11,no,negative,pass,pass,no,negative,,,,negative,,,,
180808-14-TN05-LIPA,180808-14-TN05-LIPA,TN,180808-14,Complete,091_AHD,10/24/18,RZ Lab,AHD,Pitt -80,G5,negative,positive,SERDP_113_010819_25ul,1/8/19,SERDP_113_010819_25ul,RZ lab,AHD,G11,no,negative,pass,pass,no,positive,34.978,35.018,1400.712585,negative,,,,
180808-15-TN05-SCHO,180808-15-TN05-SCHO,TN,180808-15,Complete,091_AHD,10/24/18,RZ Lab,AHD,Pitt -80,H5,negative,positive,SERDP_113_010819_25ul,1/8/19,SERDP_113_010819_25ul,RZ lab,AHD,H11,no,negative,pass,pass,no,negative,,,,negative,,,,
180808-16-TN05-SCHO,180808-16-TN05-SCHO,TN,180808-16,Complete,091_AHD,10/24/18,RZ Lab,AHD,Pitt -80,A6,negative,positive,SERDP_114_010719,1/7/19,SERDP_114_010719,RZ lab,AHD,A1,no,negative,pass,pass,no,negative,,,,negative,,,,
180808-17-TN05-ANFO,180808-17-TN05-ANFO,TN,180808-17,Complete,091_AHD,10/24/18,RZ Lab,AHD,Pitt -80,B6,negative,positive,SERDP_114_010719,1/7/19,SERDP_114_010719,RZ lab,AHD,B1,no,negative,pass,pass,no,negative,,,,negative,,,,
180808-18-TN05-PSCR,180808-18-TN05-PSCR,TN,180808-18,Complete,091_AHD,10/24/18,RZ Lab,AHD,Pitt -80,C6,negative,positive,SERDP_114_010719,1/7/19,SERDP_114_010719,RZ lab,AHD,C1,no,negative,pass,pass,no,negative,,,,negative,,,,
180808-19-TN05-PSFE,180808-19-TN05-PSFE,TN,180808-19,Complete,091_AHD,10/24/18,RZ Lab,AHD,Pitt -80,D6,negative,positive,SERDP_114_010719,1/7/19,SERDP_114_010719,RZ lab,AHD,D1,no,negative,pass,pass,no,negative,,,,negative,,,,
180808-20-TN05-AMSP,180808-20-TN05-AMSP,TN,180808-20,Complete,091_AHD,10/24/18,RZ Lab,AHD,Pitt -80,E6,negative,positive,SERDP_114_010719,1/7/19,SERDP_114_010719,RZ lab,AHD,E1,no,negative,pass,pass,no,negative,,,,negative,,,,
180808-21-TN05-HYGR,180808-21-TN05-HYGR,TN,180808-21,Complete,091_AHD,10/24/18,RZ Lab,AHD,Pitt -80,F6,negative,positive,SERDP_114_010719,1/7/19,SERDP_114_010719,RZ lab,AHD,F1,no,negative,pass,pass,no,negative,,,,negative,,,,
180809-01-PA09-LICA,PA09LICA18-08-09-01,PA,180809-01,Complete,VS18-09plateF or H field,unk,unk,VES,unk,unk,negative,positive,8 first plates F and H,12/16/18,unk,Rzlab,VES,B1,no,negative,pass,pass,no,negative,,,,negative,,,,
180809-02-PA09-LICA,PA09LICA18-08-09-02,PA,180809-02,Complete,VS18-09plateF or H field,unk,unk,VES,unk,unk,negative,positive,8 first plates F and H,12/16/18,unk,Rzlab,VES,B2,no,negative,pass,pass,no,negative,,,,negative,,,,
180809-03-PA09-LICA,PA09LICA18-08-09-03,PA,180809-03,Complete,VS18-09plateF or H field,unk,unk,VES,unk,unk,negative,positive,8 first plates F and H,12/16/18,unk,Rzlab,VES,B3,no,negative,pass,pass,no,negative,,,,negative,,,,
180809-04-PA09-LICA,PA09LICA18-08-09-04,PA,180809-04,Complete,VS18-09plateF or H field,unk,unk,VES,unk,unk,negative,positive,8 first plates F and H,12/16/18,unk,Rzlab,VES,B4,no,negative,pass,pass,no,negative,,,,negative,,,,
180809-05-PA09-LICA,PA09LICA18-08-09-05,PA,180809-05,Complete,VS18-09plateF or H field,unk,unk,VES,unk,unk,negative,positive,8 first plates F and H,12/16/18,unk,Rzlab,VES,B5,no,negative,pass,pass,no,negative,,,,negative,,,,
180809-06-PA09-LICA,PA09LICA18-08-09-06,PA,180809-06,Complete,VS18-09plateF or H field,unk,unk,VES,unk,unk,negative,positive,8 first plates F and H,12/16/18,unk,Rzlab,VES,B6,no,negative,pass,pass,no,negative,,,,negative,,,,
180809-07-PA09-LICA,PA09LICA18-08-09-07,PA,180809-07,Complete,VS18-09plateF or H field,unk,unk,VES,unk,unk,negative,positive,8 first plates F and H,12/16/18,unk,Rzlab,VES,B7,no,negative,pass,pass,no,negative,,,,negative,,,,
180809-08-PA09-LICA,PA09LICA18-08-09-08,PA,180809-08,Complete,VS18-09plateF or H field,unk,unk,VES,unk,unk,negative,positive,8 first plates F and H,12/16/18,unk,Rzlab,VES,B8,no,negative,pass,pass,no,negative,,,,negative,,,,
180809-09-PA09-LICA,PA09lica18-08-09-09,PA,180809-09,Complete,VS18-09plateF field,unk,unk,VES,unk,unk,negative,positive,VS18-09plFfield probably change names,12/16/18,unk,Rzlab,VES,A9,no,negative,pass,pass,no,negative,,,,negative,,,,
180809-10-PA09-LICA,PA09lica18-08-09-10,PA,180809-10,Complete,VS18-09plateF field,unk,unk,VES,unk,unk,negative,positive,VS18-09plFfield probably change names,12/16/18,unk,Rzlab,VES,A10,no,negative,pass,pass,no,negative,,,,negative,,,,
180809-11-PA09-LICA,PA09lica18-08-09-11,PA,180809-11,Complete,VS18-09plateF field,unk,unk,VES,unk,unk,negative,positive,VS18-09plFfield probably change names,12/16/18,unk,Rzlab,VES,A11,no,negative,pass,pass,no,negative,,,,negative,,,,
180809-12-PA09-LICA,PA09lica18-08-09-12,PA,180809-12,Complete,VS18-09plateF field,unk,unk,VES,unk,unk,negative,positive,VS18-09plFfield probably change names,12/16/18,unk,Rzlab,VES,A12,no,negative,pass,pass,no,negative,,,,negative,,,,
180809-13-PA09-LICA,PA09lica18-08-09-13,PA,180809-13,Complete,VS18-09plateF field,unk,unk,VES,unk,unk,negative,positive,VS18-09plFfield probably change names,12/16/18,unk,Rzlab,VES,B1,no,negative,pass,pass,no,negative,,,,negative,,,,
180809-14-PA09-LICA,PA09lica18-08-09-14,PA,180809-14,Complete,VS18-09plateF field,unk,unk,VES,unk,unk,negative,positive,VS18-09plFfield probably change names,12/16/18,unk,Rzlab,VES,B2,no,negative,pass,pass,no,negative,,,,negative,,,,
180809-15-PA09-LICA,PA09lica18-08-09-15,PA,180809-15,Complete,VS18-09plateF field,unk,unk,VES,unk,unk,negative,positive,VS18-09plFfield probably change names,12/16/18,unk,Rzlab,VES,B3,no,negative,pass,pass,no,negative,,,,negative,,,,
180809-16-PA09-LICL,PA09licl18-08-09-16,PA,180809-16,Complete,VS18-09plateF field,unk,unk,VES,unk,unk,negative,positive,VS18-09plFfield probably change names,12/16/18,unk,Rzlab,VES,B4,no,negative,pass,pass,no,negative,,,,negative,,,,
180809-17-PA09-LICL,PA09licl18-08-09-17,PA,180809-17,Complete,VS18-09plateF field,unk,unk,VES,unk,unk,negative,positive,VS18-09plFfield probably change names,12/16/18,unk,Rzlab,VES,B5,no,negative,pass,pass,no,negative,,,,negative,,,,
180809-18-PA09-LICL,PA09licl18-08-09-18,PA,180809-18,Complete,VS18-09plateF field,unk,unk,VES,unk,unk,negative,positive,VS18-09plFfield probably change names,12/16/18,unk,Rzlab,VES,B6,no,negative,pass,pass,no,negative,,,,negative,,,,
180809-19-PA09-LICL,PA09licl18-08-09-19,PA,180809-19,Complete,VS18-09plateF field,unk,unk,VES,unk,unk,negative,positive,VS18-09plFfield probably change names,12/16/18,unk,Rzlab,VES,B7,no,negative,pass,pass,no,negative,,,,negative,,,,
