Sample_ID,Collect_Site,Frog_ID,Sample_Status,Extract_Plate_ID,Extract_Date,Extract_Lab,Extract_Tech,Extract_Loc,Extract_Well_Pos,Extract_Neg_Cont,Extract_BdPosCont,QPCR_Plate_ID,QPCR_Date,QPCR_File_Name,QPCR_Lab,QPCR_Tech,QPCR_Well_Pos,QPCR_Diluted,QPCR_NegCont,Sample_Quality,Sample_IPC,Sample_Rerun,Sample_Bd,Sample_Bd_CT,Sample_Bd_qty,Sample_Bd_swab_qty,Sample_Bsal,Sample_Bsal_CT,Sample_Bsal_qty,Sample_Bsal_swab_qty,Notes
190624-43-PA01-LISY,PA,190624-43,Complete,Extraction Plate 4 2019 VS,2019_08_08,PLE,VS,PLE,H10,negative,positive,VS19-05-06plate4field,2019_08_09,VS19-05-06plate4field,PLE,VS,H10,no,negative,pass,pass,no,positive,27.75113297,3533.143066,141325.7227,negative,,,,
190624-47-PA01-LISY,PA,190624-47,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,B7,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,B7,no,negative,pass,pass,unk,negative,,,,negative,,,,
190624-48-PA01-LISY,PA,190624-48,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,B8,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,B8,no,negative,pass,pass,unk,negative,,,,negative,,,,
190624-49-PA01-LISY,PA,190624-49,Complete,Extraction Plate 5 2019 VS,2019_08_08,PLE,VS,PLE,B1,negative,positive,VS19-07plate7field(2),UNK,VS19-07plate7field(2),PLE,VS,D1,no,negative,pass,pass,no,negative,,,,negative,,,,
190624-50-PA01-LISY,PA,190624-50,Complete,Extraction Plate 5 2019 VS,2019_08_08,PLE,VS,PLE,A2,negative,positive,VS19-07plate7field(2),UNK,VS19-07plate7field(2),PLE,VS,D2,no,negative,pass,pass,no,negative,,,,negative,,,,
190624-51-PA01-LISY,PA,190624-51,Complete,Extraction Plate 5 2019 VS,2019_08_08,PLE,VS,PLE,A3,negative,positive,VS19-07plate7field(2),UNK,VS19-07plate7field(2),PLE,VS,D3,no,negative,pass,pass,no,positive,37.23722839,3.379015207,135.1606083,negative,,,,
190624-55-PA01-LISY,PA,190624-55,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,B9,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,B9,no,negative,pass,pass,unk,negative,,,,negative,,,,
190624-56-PA01-LISY,PA,190624-56,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,B10,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,B10,no,negative,pass,pass,unk,negative,,,,negative,,,,
190624-57-PA01-LISY,PA,190624-57,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,B11,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,B11,no,negative,pass,pass,unk,negative,,,,negative,,,,
190624-63-PA01-LISY,PA,190624-63,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,B12,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,B12,no,negative,pass,pass,unk,negative,,,,negative,,,,
190624-64-PA01-LISY,PA,190624-64,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,C1,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,C1,no,negative,pass,pass,unk,negative,,,,negative,,,,
190624-65-PA01-LISY,PA,190624-65,Complete,Extraction Plate 5 2019 VS,2019_08_08,PLE,VS,PLE,A4,negative,positive,VS19-07plate7field(2),UNK,VS19-07plate7field(2),PLE,VS,D4,no,negative,pass,pass,no,negative,,,,negative,,,,
190624-66-PA01-LISY,PA,190624-66,Complete,Extraction Plate 5 2019 VS,2019_08_08,PLE,VS,PLE,A5,negative,positive,VS19-07plate7field(2),UNK,VS19-07plate7field(2),PLE,VS,D5,no,negative,pass,pass,no,negative,,,,negative,,,,
190624-67-PA01-LISY,PA,190624-67,Complete,Extraction Plate 5 2019 VS,2019_08_08,PLE,VS,PLE,A6,negative,positive,VS19-07plate7field(2),UNK,VS19-07plate7field(2),PLE,VS,D6,no,negative,pass,pass,no,negative,,,,negative,,,,
190624-69-PA01-LISY,PA,190624-69,Complete,Extraction Plate 5 2019 VS,2019_08_08,PLE,VS,PLE,TBD,negative,positive,VS19-07plate7field(2),UNK,VS19-07plate7field(2),PLE,VS,D8,no,negative,pass,pass,no,negative,,,,negative,,,,
190624-70-PA01-LISY,PA,190624-70,Complete,Extraction Plate 5 2019 VS,2019_08_08,PLE,VS,PLE,A9,negative,positive,VS19-06plate5field,2019_08_09,VS19-06plate5field,PLE,VS,A9,no,negative,pass,pass,no,negative,,,,negative,,,,
190624-71-PA01-LICL,PA,190624-71,Complete,Extraction Plate 5 2019 VS,2019_08_08,PLE,VS,PLE,A10,negative,positive,VS19-06plate5field,2019_08_09,VS19-06plate5field,PLE,VS,A10,no,negative,pass,pass,no,positive,27.81033134,1270.615723,50824.62891,negative,,,,
190624-72-PA01-LICL,PA,190624-72,Complete,Extraction Plate 5 2019 VS,2019_08_08,PLE,VS,PLE,A11,negative,positive,VS19-06plate5field,2019_08_09,VS19-06plate5field,PLE,VS,A11,no,negative,pass,pass,no,positive,27.98948669,1128.284546,45131.38184,negative,,,,
190624-73-PA01-LISY,PA,190624-73,Complete,Extraction Plate 5 2019 VS,2019_08_08,PLE,VS,PLE,A12,negative,positive,VS19-06plate5field,2019_08_09,VS19-06plate5field,PLE,VS,A12,no,negative,pass,pass,no,negative,,,,negative,,,,
190624-74-PA01-LISY,PA,190624-74,Complete,Extraction Plate 5 2019 VS,2019_08_08,PLE,VS,PLE,B1,negative,positive,VS19-06plate5field,2019_08_09,VS19-06plate5field,PLE,VS,B1,no,negative,pass,pass,no,negative,,,,negative,,,,
190624-75-PA01-LISY,PA,190624-75,Complete,Extraction Plate 5 2019 VS,2019_08_08,PLE,VS,PLE,B2,negative,positive,VS19-06plate5field,2019_08_09,VS19-06plate5field,PLE,VS,B2,no,negative,pass,pass,no,negative,,,,negative,,,,
190624-76-PA01-LISY,PA,190624-76,Complete,Extraction Plate 5 2019 VS,2019_08_08,PLE,VS,PLE,B3,negative,positive,VS19-06plate5field,2019_08_09,VS19-06plate5field,PLE,VS,B3,no,negative,pass,pass,no,negative,,,,negative,,,,
190624-77-PA01-LISY,PA,190624-77,Complete,Extraction Plate 5 2019 VS,2019_08_08,PLE,VS,PLE,B4,negative,positive,VS19-06plate5field,2019_08_09,VS19-06plate5field,PLE,VS,B4,no,negative,pass,pass,no,negative,,,,negative,,,,
190624-78-PA01-LISY,PA,190624-78,Complete,Extraction Plate 5 2019 VS,2019_08_08,PLE,VS,PLE,B5,negative,positive,VS19-06plate5field,2019_08_09,VS19-06plate5field,PLE,VS,B5,no,negative,pass,pass,no,negative,,,,negative,,,,
190625-01-PA01-LICL,PA,190625-01,Complete,Extraction Plate 5 2019 VS,2019_08_08,PLE,VS,PLE,B6,negative,positive,VS19-06plate5field,2019_08_09,VS19-06plate5field,PLE,VS,B6,no,negative,pass,pass,no,positive,25.48416138,5942.04834,237681.9336,negative,,,,
190625-01-PA03-LICL,PA,190625-01,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,B2,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,B6,no,negative,pass,pass,no,negative,,,,negative,,,,
190625-02-PA01-LICL,PA,190625-02,Complete,Extraction Plate 5 2019 VS,2019_08_08,PLE,VS,PLE,B7,negative,positive,VS19-06plate5field,2019_08_09,VS19-06plate5field,PLE,VS,B7,no,negative,pass,pass,no,positive,25.76197433,4942.285645,197691.4258,negative,,,,
190625-02-PA03-LICL,PA,190625-02,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,C2,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,C6,no,negative,pass,pass,no,negative,,,,negative,,,,
190625-03-PA01-LICL,PA,190625-03,Complete,Extraction Plate 5 2019 VS,2019_08_08,PLE,VS,PLE,B8,negative,positive,VS19-06plate5field,2019_08_09,VS19-06plate5field,PLE,VS,B8,no,negative,pass,pass,no,positive,23.02557182,30338.5,1213540,negative,,,,
190625-03-PA03-LICL,PA,190625-03,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,D2,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,D6,no,negative,pass,pass,no,positive,31.36865425,62.83896255,2513.558502,negative,,,,
190625-04-PA01-LISY,PA,190625-04,Complete,Extraction Plate 5 2019 VS,2019_08_08,PLE,VS,PLE,B9,negative,positive,VS19-06plate5field,2019_08_09,VS19-06plate5field,PLE,VS,B9,no,negative,pass,pass,no,positive,24.98642349,8265.735352,330629.4141,negative,,,,
190625-04-PA03-LICL,PA,190625-04,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,E2,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,E6,no,negative,pass,pass,no,negative,,,,negative,,,,
190625-05-PA01-LISY,PA,190625-05,Complete,Extraction Plate 5 2019 VS,2019_08_08,PLE,VS,PLE,B10,negative,positive,VS19-06plate5field,2019_08_09,VS19-06plate5field,PLE,VS,B10,no,negative,pass,pass,no,positive,30.031,291.444,11657.77344,negative,,,,
190625-05-PA03-LICL,PA,190625-05,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,F2,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,F6,no,negative,pass,pass,no,negative,,,,negative,,,,
190625-06-PA01-LISY,PA,190625-06,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,C3,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,C3,no,negative,pass,pass,unk,positive,35.73389435,2.348850965,93.95403862,negative,,,,
190625-06-PA03-LICL,PA,190625-06,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,G2,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,G6,no,negative,pass,pass,no,negative,,,,negative,,,,
190625-07-PA01-LISY,PA,190625-07,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,C4,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,C4,no,negative,pass,pass,unk,positive,35.52241898,2.70435667,108.1742668,negative,,,,
190625-07-PA03-LICL,PA,190625-07,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,H2,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,H6,no,negative,pass,pass,no,positive,33.22890091,18.68404007,747.3616028,negative,,,,
190625-08-PA01-LISY,PA,190625-08,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,C5,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,C5,no,negative,pass,pass,unk,positive,35.87772369,2.134155989,85.36623955,negative,,,,
190625-08-PA03-LICL,PA,190625-08,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,A3,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,A7,no,negative,pass,pass,no,positive,34.24061966,9.660211563,386.4084625,negative,,,,
190625-09-PA01-LISY,PA,190625-09,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,C6,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,C6,no,negative,pass,pass,unk,negative,,,,negative,,,,
190625-09-PA03-LICL,PA,190625-09,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,B3,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,B7,no,negative,pass,pass,no,positive,31.45750999,59.30183029,2372.073212,negative,,,,
190625-10-PA03-LICL,PA,190625-10,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,C3,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,C7,no,negative,pass,pass,no,positive,35.57739258,4.040715694,161.6286278,negative,,,,
190625-11-PA03-LICL,PA,190625-11,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,D3,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,D7,no,negative,pass,pass,no,positive,34.77878571,6.801370621,272.0548248,negative,,,,
190625-12-PA01-LISY,PA,190625-12,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,C7,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,C7,no,negative,pass,pass,unk,negative,,,,negative,,,,
190625-12-PA03-LICL,PA,190625-12,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,E3,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,E7,no,negative,pass,pass,no,positive,33.59974289,14.67104435,586.841774,negative,,,,
190625-13-PA03-LICL,PA,190625-13,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,F3,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,F7,no,negative,pass,pass,no,negative,,,,negative,,,,
190625-14-PA03-LICL,PA,190625-14,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,G3,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,G7,no,negative,pass,pass,no,positive,32.99418259,21.77383804,870.9535217,negative,,,,
190625-15-PA01-LISY,PA,190625-15,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,C8,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,C8,no,negative,pass,pass,unk,negative,,,,negative,,,,
190625-15-PA03-LICL,PA,190625-15,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,H3,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,H7,no,negative,pass,pass,no,positive,25.82835388,2328.373047,93134.92188,negative,,,,
190625-16-PA01-LISY,PA,190625-16,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,C9,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,C9,no,negative,pass,pass,unk,positive,35.92140961,2.072916746,82.91666985,negative,,,,
190625-16-PA03-LICL,PA,190625-16,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,A4,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,A8,no,negative,pass,pass,no,positive,35.35113525,4.683026314,187.3210526,negative,,,,
190625-17-PA01-LISY,PA,190625-17,Complete,Extraction Plate 5 2019 VS,2019_08_08,PLE,VS,PLE,B11,negative,positive,VS19-06plate5field,2019_08_09,VS19-06plate5field,PLE,VS,B11,no,negative,pass,pass,no,negative,,,,negative,,,,
190625-17-PA03-LICL,PA,190625-17,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,B4,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,B8,no,negative,pass,pass,no,negative,,,,negative,,,,
190625-18-PA01-LISY,PA,190625-18,Complete,Extraction Plate 5 2019 VS,2019_08_08,PLE,VS,PLE,B12,negative,positive,VS19-06plate5field,2019_08_09,VS19-06plate5field,PLE,VS,B12,no,negative,pass,pass,no,positive,36.687,3.529,141.1402416,negative,,,,
190625-19-PA01-LISY,PA,190625-19,Complete,Extraction Plate 5 2019 VS,2019_08_08,PLE,VS,PLE,C1,negative,positive,VS19-06plate5field,2019_08_09,VS19-06plate5field,PLE,VS,C1,no,negative,pass,pass,no,positive,30.996,153.686,6147.452393,negative,,,,
190625-19-PA03-LICL,PA,190625-19,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,D4,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,D8,no,negative,pass,pass,no,negative,,,,negative,,,,
190625-20-PA01-LISY,PA,190625-20,Complete,Extraction Plate 5 2019 VS,2019_08_08,PLE,VS,PLE,C2,negative,positive,VS19-07plate6repeated from5and6ext,2019_08_10,VS19-07plate6repeated from5and6ext,PLE,VS,C1,yes,negative,pass,pass,yes,positive,34.341,8.519,340.7759476,negative,,,,
190625-20-PA03-LICL,PA,190625-20,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,E4,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,E8,no,negative,pass,pass,no,positive,30.85606956,87.77593231,3511.037292,negative,,,,
190625-21-PA01-LISY,PA,190625-21,Complete,Extraction Plate 5 2019 VS,2019_08_08,PLE,VS,PLE,C3,negative,positive,VS19-06plate5field,2019_08_09,VS19-06plate5field,PLE,VS,C3,no,negative,pass,pass,no,positive,32.42090225,59.73096848,2389.238739,negative,,,,
190625-21-PA03-LICL,PA,190625-21,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,F4,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,F8,no,negative,pass,pass,no,negative,,,,negative,,,,
190625-22-PA03-LICL,PA,190625-22,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,G4,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,G8,no,negative,pass,pass,no,negative,,,,negative,,,,
190625-23-PA03-LICL,PA,190625-23,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,H4,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,H8,no,negative,pass,pass,no,negative,,,,negative,,,,
190625-24-PA03-LICL,PA,190625-24,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,A5,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,A9,no,negative,pass,pass,no,negative,,,,negative,,,,
190625-25-PA03-LICL,PA,190625-25,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,B5,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,B9,no,negative,pass,pass,no,negative,,,,negative,,,,
190625-26-PA03-LICL,PA,190625-26,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,C5,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,C9,no,negative,pass,pass,no,positive,32.8821106,23.42447853,936.9791412,negative,,,,
190625-27-PA03-LICL,PA,190625-27,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,D5,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,D9,no,negative,pass,pass,no,negative,,,,negative,,,,
190625-28-PA03-LICL,PA,190625-28,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,E5,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,E9,no,negative,pass,pass,no,positive,29.32854462,237.6392975,9505.571899,negative,,,,
190625-29-PA03-LICA,PA,190625-29,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,F5,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,F9,no,negative,pass,pass,no,positive,30.22079468,132.8200378,5312.801514,negative,,,,
190625-30-PA03-HYVE,PA,190625-30,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,G5,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,G9,no,negative,pass,pass,no,negative,,,,negative,,,,
190625-31-PA03-HYVE,PA,190625-31,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,H5,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,H9,no,negative,pass,pass,no,negative,,,,negative,,,,
190625-32-PA03-HYVE,PA,190625-32,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,A6,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,A10,no,negative,pass,pass,no,positive,36.20207596,2.688866854,107.5546741,negative,,,,
190625-33-PA03-HYVE,PA,190625-33,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,B6,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,B10,no,negative,pass,pass,no,negative,,,,negative,,,,
190625-34-PA03-HYVE,PA,190625-34,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,C6,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,C10,no,negative,pass,pass,no,negative,,,,negative,,,,
190625-35-PA03-PSCR,PA,190625-35,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,D6,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,D10,no,negative,pass,pass,no,negative,,,,negative,,,,
190625-36-PA03-PSCR,PA,190625-36,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,E6,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,E10,no,negative,pass,pass,no,negative,,,,negative,,,,
190626-06-PA01-LISY,PA,190626-06,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,C4,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,C8,no,negative,pass,pass,no,negative,,,,negative,,,,
190626-17-PA01-LISY,PA,190626-17,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,D2,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,D2,no,negative,pass,pass,unk,positive,35.23789597,3.269001007,130.7600403,negative,,,,
190626-18-PA01-LISY,PA,190626-18,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,D3,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,D3,no,negative,pass,pass,unk,negative,,,,negative,,,,
190626-19-PA01-LISY,PA,190626-19,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,D4,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,D4,no,negative,pass,pass,unk,negative,,,,negative,,,,
190626-20-PA01-LISY,PA,190626-20,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,D5,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,D5,no,negative,pass,pass,unk,positive,31.8337307,31.60106277,1264.042511,negative,,,,
190626-21-PA01-LISY,PA,190626-21,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,D6,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,D6,no,negative,pass,pass,unk,negative,,,,negative,,,,
190626-22-PA01-LISY,PA,190626-22,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,D7,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,D7,no,negative,pass,pass,unk,positive,34.12440109,6.865942001,274.6376801,negative,,,,
190626-23-PA01-LISY,PA,190626-23,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,D8,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,D8,no,negative,pass,pass,unk,negative,,,,negative,,,,
190626-24-PA01-LISY,PA,190626-24,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,D9,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,D9,no,negative,pass,pass,unk,negative,,,,negative,,,,
190626-25-PA01-LISY,PA,190626-25,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,D10,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,D10,no,negative,pass,pass,unk,negative,,,,negative,,,,
190626-26-PA01-LISY,PA,190626-26,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,D11,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,D11,no,negative,pass,pass,unk,negative,,,,negative,,,,
190626-27-PA01-LISY,PA,190626-27,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,D12,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,D12,no,negative,pass,pass,unk,negative,,,,negative,,,,
190626-29-PA01-LISY,PA,190626-29,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,E2,negative,positive,QPCR plate13,2019_10_22,qPCR bad 2019,RZlab,VS,E2,no,negative,pass,pass,yes,negative,,,,negative,,,,
190626-30-PA01-LISY,PA,190626-30,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,E3,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,E3,no,negative,pass,pass,unk,negative,,,,negative,,,,
190626-31-PA01-LISY,PA,190626-31,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,E4,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,E4,no,negative,pass,pass,unk,positive,34.61565781,4.948948383,197.9579353,negative,,,,
190626-32-PA01-LISY,PA,190626-32,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,E5,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,E5,no,negative,pass,pass,unk,negative,,,,negative,,,,
190626-33-PA01-LISY,PA,190626-33,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,E6,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,E6,no,negative,pass,pass,unk,positive,35.34150696,3.050888538,122.0355415,negative,,,,
190626-34-PA01-LISY,PA,190626-34,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,E7,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,E7,no,negative,pass,pass,unk,negative,,,,negative,,,,
190626-35-PA01-LISY,PA,190626-35,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,E8,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,E8,no,negative,pass,pass,unk,negative,,,,negative,,,,
190626-36-PA01-LISY,PA,190626-36,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,E9,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,E9,no,negative,pass,pass,unk,negative,,,,negative,,,,
190626-37-PA01-LISY,PA,190626-37,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,E10,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,E10,no,negative,pass,pass,unk,negative,,,,negative,,,,
190626-38-PA01-LISY,PA,190626-38,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,E11,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,E11,no,negative,pass,pass,unk,negative,,,,negative,,,,
190626-39-PA01-LISY,PA,190626-39,Complete,Extraction plate 13,2019_10_21,RZlab,VS,Pitt -80,E12,negative,positive,QPCR plate13,2019_10_22,QPCR plate13,RZlab,VS,E12,no,negative,pass,pass,unk,positive,36.22785187,1.689999461,67.59997845,negative,,,,
190629-02-PA03-ANAM,PA,190629-02,Complete,Extraction Plate 5 2019 VS,2019_08_08,PLE,VS,PLE,G4,negative,positive,VS19-06plate5field,2019_08_09,VS19-06plate5field,PLE,VS,G4,no,negative,pass,pass,no,negative,,,,negative,,,,
190629-03-PA03-ANAM,PA,190629-03,Complete,Extraction Plate 5 2019 VS,2019_08_08,PLE,VS,PLE,G5,negative,positive,VS19-06plate5field,2019_08_09,VS19-06plate5field,PLE,VS,G5,no,negative,pass,pass,no,negative,,,,negative,,,,
190629-04-PA01-LICL,PA,190629-04,Complete,Extraction Plate 5 2019 VS,2019_08_08,PLE,VS,PLE,G8,negative,positive,VS19-06plate5field,2019_08_09,VS19-06plate5field,PLE,VS,G8,no,negative,pass,pass,no,positive,27.81535912,1266.386475,50655.45898,negative,,,,
